Timestamp,Temperature,Humidity,Light,Pakaian,Label_Prediksi
2025-12-10 08:00:00,25.50618873590818,54.81174903538077,350,Tipis,Ideal
2025-12-10 08:01:00,25.49448106717201,54.76492164399093,471,Tipis,Ideal
2025-12-10 08:02:00,25.57344170794738,54.91840858982151,451,Tipis,Ideal
2025-12-10 08:03:00,25.549967988650632,55.0,358,Tipis,Ideal
2025-12-10 08:04:00,25.526797104010008,54.90685404928595,417,Tipis,Ideal
2025-12-10 08:05:00,25.53889521758831,54.52419800035439,459,Tipis,Ideal
2025-12-10 08:06:00,25.452649325962657,54.41174049450619,395,Tipis,Ideal
2025-12-10 08:07:00,25.402007769945936,54.474589961025245,479,Tipis,Ideal
2025-12-10 08:08:00,25.35660656616988,54.19212922075819,412,Tipis,Ideal
2025-12-10 08:09:00,25.429889004615955,54.14697396066088,361,Tipis,Ideal
2025-12-10 08:10:00,25.43326541485035,53.86202432341819,485,Tipis,Ideal
2025-12-10 08:11:00,25.406046278624093,53.88420884136016,351,Tipis,Ideal
2025-12-10 08:12:00,25.348496599752977,53.9593484450293,311,Tipis,Ideal
2025-12-10 08:13:00,25.31846466525704,53.90100969507064,338,Tipis,Ideal
2025-12-10 08:14:00,25.288379334645565,54.27146533197243,429,Tipis,Ideal
2025-12-10 08:15:00,25.28770447340867,54.05992314618125,430,Tipis,Ideal
2025-12-10 08:16:00,25.32883171901383,53.81575441618704,412,Tipis,Ideal
2025-12-10 08:17:00,25.339274898764067,53.42382039141109,400,Tipis,Ideal
2025-12-10 08:18:00,25.272865596319143,53.46319263858491,412,Tipis,Ideal
2025-12-10 08:19:00,25.30978892531892,53.4974662948229,483,Tipis,Ideal
2025-12-10 08:20:00,25.304006511199503,53.43724555570504,380,Tipis,Ideal
2025-12-10 08:21:00,25.230080411681133,53.2932767140261,486,Tipis,Ideal
2025-12-10 08:22:00,25.207048473133145,53.504701159269885,412,Tipis,Ideal
2025-12-10 08:23:00,25.224229387611565,53.152093128197336,301,Tipis,Ideal
2025-12-10 08:24:00,25.240433586081306,53.07507667211407,429,Tipis,Ideal
2025-12-10 08:25:00,25.20658748606601,53.19741192988224,353,Tipis,Ideal
2025-12-10 08:26:00,25.258137462190803,53.38366795370548,386,Tipis,Ideal
2025-12-10 08:27:00,25.216176586029672,53.32182547853524,428,Tipis,Ideal
2025-12-10 08:28:00,25.23273975759985,53.51693450395971,446,Tipis,Ideal
2025-12-10 08:29:00,25.20878104570759,53.47980270862695,425,Tipis,Ideal
2025-12-10 08:30:00,25.15346429700729,53.240561383810814,429,Tipis,Ideal
2025-12-10 08:31:00,25.194090588127,53.51180938952498,352,Tipis,Ideal
2025-12-10 08:32:00,25.19049008204798,53.71251596910338,471,Tipis,Ideal
2025-12-10 08:33:00,25.20857188330036,53.58349201818236,459,Tipis,Ideal
2025-12-10 08:34:00,25.226641663575784,53.89109933147555,497,Tipis,Ideal
2025-12-10 08:35:00,25.224850361620287,54.20402806263835,459,Tipis,Ideal
2025-12-10 08:36:00,25.0938631064158,54.3684085635134,367,Tipis,Ideal
2025-12-10 08:37:00,25.09821545982771,54.30860709342022,482,Tipis,Ideal
2025-12-10 08:38:00,25.102803498654485,53.91109331050004,483,Tipis,Ideal
2025-12-10 08:39:00,25.09181990426261,53.98251582480239,422,Tipis,Ideal
2025-12-10 08:40:00,25.165714606499687,53.87886178114766,444,Tipis,Ideal
2025-12-10 08:41:00,25.125289926355027,53.77851037243075,337,Tipis,Ideal
2025-12-10 08:42:00,25.17106003224013,53.84426059436269,323,Tipis,Ideal
2025-12-10 08:43:00,25.14457202205178,53.94691408098536,368,Tipis,Ideal
2025-12-10 08:44:00,25.14942589951918,54.14064307909194,415,Tipis,Ideal
2025-12-10 08:45:00,25.11432324482531,54.075110649772384,397,Tipis,Ideal
2025-12-10 08:46:00,25.0947178371687,53.78240766014597,497,Tipis,Ideal
2025-12-10 08:47:00,25.10952385102193,53.83461871458194,438,Tipis,Ideal
2025-12-10 08:48:00,25.10977952385405,53.78770128790691,443,Tipis,Ideal
2025-12-10 08:49:00,25.03901098675153,53.70357222335384,396,Tipis,Ideal
2025-12-10 08:50:00,25.140918728168398,65.13549055309691,307,Tipis,Kurang Ideal
2025-12-10 08:51:00,25.086081113239533,64.99903024031286,352,Tipis,Kurang Ideal
2025-12-10 08:52:00,25.130456693960348,65.1201268664824,359,Tipis,Kurang Ideal
2025-12-10 08:53:00,25.094441794317408,65.06614011266726,407,Tipis,Kurang Ideal
2025-12-10 08:54:00,25.087268682835877,65.18954086781028,304,Tipis,Kurang Ideal
2025-12-10 08:55:00,25.14971571779287,65.20267069943253,402,Tipis,Kurang Ideal
2025-12-10 08:56:00,25.208176100140506,65.37733409325041,495,Tipis,Kurang Ideal
2025-12-10 08:57:00,25.21845860684084,65.08863742291116,305,Tipis,Kurang Ideal
2025-12-10 08:58:00,25.16707306363641,65.2368855499202,408,Tipis,Kurang Ideal
2025-12-10 08:59:00,25.08154658471016,65.2606812482994,415,Tipis,Kurang Ideal
2025-12-10 09:00:00,25.131570865098265,65.29116542075126,393,Tipis,Kurang Ideal
2025-12-10 09:01:00,25.10150100281968,65.1218425493783,346,Tipis,Kurang Ideal
2025-12-10 09:02:00,25.142308638963748,65.2161840076837,398,Tipis,Kurang Ideal
2025-12-10 09:03:00,25.128034173914436,65.42924250145289,354,Tipis,Kurang Ideal
2025-12-10 09:04:00,25.170734063239177,65.78696127291798,467,Tipis,Kurang Ideal
2025-12-10 09:05:00,25.19907876677853,65.7540611860856,351,Tipis,Kurang Ideal
2025-12-10 09:06:00,25.191929220043157,65.36714714698539,443,Tipis,Kurang Ideal
2025-12-10 09:07:00,25.19946217221732,65.3640041590149,312,Tipis,Kurang Ideal
2025-12-10 09:08:00,25.132958468941577,65.35894663390067,413,Tipis,Kurang Ideal
2025-12-10 09:09:00,25.20011687955641,65.21203710391117,423,Tipis,Kurang Ideal
2025-12-10 09:10:00,25.15212214795072,65.4330227476012,405,Tipis,Kurang Ideal
2025-12-10 09:11:00,25.183834162763937,66.04524179047685,457,Tipis,Kurang Ideal
2025-12-10 09:12:00,25.11790565472603,66.1893192388845,446,Tipis,Kurang Ideal
2025-12-10 09:13:00,25.133700200083645,66.20117549569514,444,Tipis,Kurang Ideal
