Timestamp,Temperature,Humidity,Light,Pakaian,Label_Prediksi
2025-12-10 08:00:00,25.50618873590818,54.81174903538077,0,Tipis,Ideal
2025-12-10 08:01:00,25.49448106717201,54.76492164399093,1,Tipis,Ideal
2025-12-10 08:02:00,25.57344170794738,54.91840858982151,0,Tipis,Ideal
2025-12-10 08:03:00,25.549967988650632,55.0,0,Tipis,Ideal
2025-12-10 08:04:00,25.526797104010008,54.90685404928595,0,Tipis,Ideal
2025-12-10 08:05:00,25.53889521758831,54.52419800035439,1,Tipis,Ideal
2025-12-10 08:06:00,25.452649325962657,54.41174049450619,0,Tipis,Ideal
2025-12-10 08:07:00,25.402007769945936,54.474589961025245,0,Tipis,Ideal
2025-12-10 08:08:00,25.35660656616988,54.19212922075819,0,Tipis,Ideal
2025-12-10 08:09:00,25.429889004615955,54.14697396066088,1,Tipis,Ideal
2025-12-10 08:10:00,25.43326541485035,53.86202432341819,0,Tipis,Ideal
2025-12-10 08:11:00,25.406046278624093,53.88420884136016,0,Tipis,Ideal
2025-12-10 08:12:00,25.348496599752977,53.9593484450293,0,Tipis,Ideal
2025-12-10 08:13:00,25.31846466525704,53.90100969507064,0,Tipis,Ideal
2025-12-10 08:14:00,25.288379334645565,54.27146533197243,1,Tipis,Ideal
2025-12-10 08:15:00,25.28770447340867,54.05992314618125,0,Tipis,Ideal
2025-12-10 08:16:00,25.32883171901383,53.81575441618704,1,Tipis,Ideal
2025-12-10 08:17:00,25.339274898764067,53.42382039141109,1,Tipis,Ideal
2025-12-10 08:18:00,25.272865596319143,53.46319263858491,1,Tipis,Ideal
2025-12-10 08:19:00,25.30978892531892,53.4974662948229,0,Tipis,Ideal
2025-12-10 08:20:00,25.304006511199503,53.43724555570504,1,Tipis,Ideal
2025-12-10 08:21:00,25.230080411681133,53.2932767140261,0,Tipis,Ideal
2025-12-10 08:22:00,25.207048473133145,53.504701159269885,1,Tipis,Ideal
2025-12-10 08:23:00,25.224229387611565,53.152093128197336,1,Tipis,Ideal
2025-12-10 08:24:00,25.240433586081306,53.07507667211407,1,Tipis,Ideal
2025-12-10 08:25:00,25.20658748606601,53.19741192988224,1,Tipis,Ideal
2025-12-10 08:26:00,25.258137462190803,53.38366795370548,1,Tipis,Ideal
2025-12-10 08:27:00,25.216176586029672,53.32182547853524,1,Tipis,Ideal
2025-12-10 08:28:00,25.23273975759985,53.51693450395971,1,Tipis,Ideal
2025-12-10 08:29:00,25.20878104570759,53.47980270862695,1,Tipis,Ideal
2025-12-10 08:30:00,25.15346429700729,53.240561383810814,0,Tipis,Ideal
2025-12-10 08:31:00,25.194090588127,53.51180938952498,0,Tipis,Ideal
2025-12-10 08:32:00,25.19049008204798,53.71251596910338,1,Tipis,Ideal
2025-12-10 08:33:00,25.20857188330036,53.58349201818236,1,Tipis,Ideal
2025-12-10 08:34:00,25.226641663575784,53.89109933147555,1,Tipis,Ideal
2025-12-10 08:35:00,25.224850361620287,54.20402806263835,0,Tipis,Ideal
2025-12-10 08:36:00,25.0938631064158,54.3684085635134,1,Tipis,Ideal
2025-12-10 08:37:00,25.09821545982771,54.30860709342022,0,Tipis,Ideal
2025-12-10 08:38:00,25.102803498654485,53.91109331050004,0,Tipis,Ideal
2025-12-10 08:39:00,25.09181990426261,53.98251582480239,0,Tipis,Ideal
2025-12-10 08:40:00,25.165714606499687,53.87886178114766,0,Tipis,Ideal
2025-12-10 08:41:00,25.125289926355027,53.77851037243075,0,Tipis,Ideal
2025-12-10 08:42:00,25.17106003224013,53.84426059436269,1,Tipis,Ideal
2025-12-10 08:43:00,25.14457202205178,53.94691408098536,1,Tipis,Ideal
2025-12-10 08:44:00,25.14942589951918,54.14064307909194,1,Tipis,Ideal
2025-12-10 08:45:00,25.11432324482531,54.075110649772384,1,Tipis,Ideal
2025-12-10 08:46:00,25.0947178371687,53.78240766014597,1,Tipis,Ideal
2025-12-10 08:47:00,25.10952385102193,53.83461871458194,0,Tipis,Ideal
2025-12-10 08:48:00,25.10977952385405,53.78770128790691,1,Tipis,Ideal
2025-12-10 08:49:00,25.03901098675153,53.70357222335384,1,Tipis,Ideal
2025-12-10 08:50:00,25.1409187281684,65.13549055309691,0,Tipis,Kurang Ideal
2025-12-10 08:51:00,25.086081113239533,64.99903024031286,1,Tipis,Kurang Ideal
2025-12-10 08:52:00,25.130456693960348,65.1201268664824,0,Tipis,Kurang Ideal
2025-12-10 08:53:00,25.094441794317408,65.06614011266726,1,Tipis,Kurang Ideal
2025-12-10 08:54:00,25.08726868283588,65.18954086781028,0,Tipis,Kurang Ideal
2025-12-10 08:55:00,25.14971571779287,65.20267069943253,1,Tipis,Kurang Ideal
2025-12-10 08:56:00,25.208176100140506,65.37733409325041,1,Tipis,Kurang Ideal
2025-12-10 08:57:00,25.21845860684084,65.08863742291116,0,Tipis,Kurang Ideal
2025-12-10 08:58:00,25.16707306363641,65.2368855499202,0,Tipis,Kurang Ideal
2025-12-10 08:59:00,25.08154658471016,65.2606812482994,0,Tipis,Kurang Ideal
2025-12-10 09:00:00,25.131570865098265,65.29116542075126,0,Tipis,Kurang Ideal
2025-12-10 09:01:00,25.10150100281968,65.1218425493783,0,Tipis,Kurang Ideal
2025-12-10 09:02:00,25.142308638963748,65.2161840076837,0,Tipis,Kurang Ideal
2025-12-10 09:03:00,25.12803417391444,65.42924250145289,0,Tipis,Kurang Ideal
2025-12-10 09:04:00,25.170734063239177,65.78696127291798,0,Tipis,Kurang Ideal
2025-12-10 09:05:00,25.19907876677853,65.7540611860856,1,Tipis,Kurang Ideal
2025-12-10 09:06:00,25.19192922004316,65.36714714698539,1,Tipis,Kurang Ideal
2025-12-10 09:07:00,25.19946217221732,65.3640041590149,0,Tipis,Kurang Ideal
2025-12-10 09:08:00,25.132958468941577,65.35894663390067,1,Tipis,Kurang Ideal
2025-12-10 09:09:00,25.20011687955641,65.21203710391117,1,Tipis,Kurang Ideal
2025-12-10 09:10:00,25.15212214795072,65.4330227476012,1,Tipis,Kurang Ideal
2025-12-10 09:11:00,25.183834162763937,66.04524179047685,1,Tipis,Kurang Ideal
2025-12-10 09:12:00,25.11790565472603,66.1893192388845,0,Tipis,Kurang Ideal
2025-12-10 09:13:00,25.133700200083645,66.20117549569514,1,Tipis,Kurang Ideal
2025-12-10 09:14:00,25.17922581100838,66.19523042415766,0,Tipis,Kurang Ideal
2025-12-10 09:15:00,25.08240700050915,66.02575891853513,1,Tipis,Kurang Ideal
2025-12-10 09:16:00,25.150628672875165,66.26016469929601,1,Tipis,Kurang Ideal
2025-12-10 09:17:00,25.13197271339265,66.36088411212498,1,Tipis,Kurang Ideal
2025-12-10 09:18:00,25.27116961571713,66.3546467524916,0,Tipis,Kurang Ideal
2025-12-10 09:19:00,25.27059044972804,66.39276649351451,1,Tipis,Kurang Ideal
2025-12-10 09:20:00,25.30093923520647,66.32298625695996,0,Tipis,Kurang Ideal
2025-12-10 09:21:00,25.331245703361425,65.93414033821004,1,Tipis,Kurang Ideal
2025-12-10 09:22:00,25.348065641550736,65.94426630039308,0,Tipis,Kurang Ideal
2025-12-10 09:23:00,25.337192792705537,65.84921483071298,1,Tipis,Kurang Ideal
2025-12-10 09:24:00,25.30672412391132,65.68651061132098,0,Tipis,Kurang Ideal
2025-12-10 09:25:00,25.190820711501924,65.63290694095241,0,Tipis,Kurang Ideal
2025-12-10 09:26:00,25.24563720097898,65.56582473613824,1,Tipis,Kurang Ideal
2025-12-10 09:27:00,25.27739282852408,65.34978456213014,0,Tipis,Kurang Ideal
2025-12-10 09:28:00,25.212107950822023,65.1996321935166,1,Tipis,Kurang Ideal
2025-12-10 09:29:00,25.160832957336016,64.9630242712496,1,Tipis,Kurang Ideal
2025-12-10 09:30:00,25.183321659260454,65.31880914002679,1,Tipis,Kurang Ideal
2025-12-10 09:31:00,25.149974490512623,64.98044548877672,1,Tipis,Kurang Ideal
2025-12-10 09:32:00,25.182814357070825,64.69326532490192,1,Tipis,Kurang Ideal
2025-12-10 09:33:00,25.123651075998104,64.79226445574025,1,Tipis,Kurang Ideal
2025-12-10 09:34:00,25.115385595270425,64.65482942067375,1,Tipis,Kurang Ideal
2025-12-10 09:35:00,25.118803157825617,64.57294765455944,1,Tipis,Kurang Ideal
2025-12-10 09:36:00,25.213280540631946,64.43778670771516,1,Tipis,Kurang Ideal
2025-12-10 09:37:00,25.167609913765823,64.34678007291765,1,Tipis,Kurang Ideal
2025-12-10 09:38:00,25.14697183310632,64.46590880327852,1,Tipis,Kurang Ideal
2025-12-10 09:39:00,25.04739494377975,64.55111397664533,0,Tipis,Kurang Ideal
2025-12-10 09:40:00,30.71616559612208,53.049641485590605,0,Tipis,Tidak Ideal
2025-12-10 09:41:00,30.72049388684821,52.93106493909853,1,Tipis,Tidak Ideal
2025-12-10 09:42:00,30.686493670142312,52.87838377012508,1,Tipis,Tidak Ideal
2025-12-10 09:43:00,30.67246092637528,52.75758858622552,1,Tipis,Tidak Ideal
2025-12-10 09:44:00,30.64499828100706,52.976947837113805,1,Tipis,Tidak Ideal
2025-12-10 09:45:00,30.75065388885497,52.87726651257252,1,Tipis,Tidak Ideal
2025-12-10 09:46:00,30.7344341164766,52.98218831269862,1,Tipis,Tidak Ideal
2025-12-10 09:47:00,30.89378578338025,52.9990210169002,1,Tipis,Tidak Ideal
2025-12-10 09:48:00,30.94241742672519,53.30791598464176,1,Tipis,Tidak Ideal
2025-12-10 09:49:00,30.95962083329529,53.49316249321877,0,Tipis,Tidak Ideal
2025-12-10 09:50:00,30.99001276031203,53.69966505178434,1,Tipis,Tidak Ideal
2025-12-10 09:51:00,30.938292642487745,53.74052164018461,0,Tipis,Tidak Ideal
