Timestamp,Temperature,Humidity,Light
2025-12-10 08:00:00,25.50618873590818,54.811749035380764,350
2025-12-10 08:01:00,25.49448106717201,54.76492164399093,471
2025-12-10 08:02:00,25.57344170794738,54.91840858982151,451
2025-12-10 08:03:00,25.549967988650632,55.0,358
2025-12-10 08:04:00,25.526797104010008,54.90685404928595,417
2025-12-10 08:05:00,25.53889521758831,54.52419800035439,459
2025-12-10 08:06:00,25.452649325962657,54.41174049450619,395
2025-12-10 08:07:00,25.402007769945936,54.474589961025245,479
2025-12-10 08:08:00,25.356606566169877,54.19212922075819,412
2025-12-10 08:09:00,25.429889004615955,54.14697396066088,361
2025-12-10 08:10:00,25.43326541485035,53.86202432341819,485
2025-12-10 08:11:00,25.406046278624093,53.88420884136016,351
2025-12-10 08:12:00,25.348496599752977,53.9593484450293,311
2025-12-10 08:13:00,25.318464665257036,53.90100969507064,338
2025-12-10 08:14:00,25.288379334645565,54.27146533197243,429
2025-12-10 08:15:00,25.28770447340867,54.05992314618125,430
2025-12-10 08:16:00,25.32883171901383,53.81575441618704,412
2025-12-10 08:17:00,25.339274898764067,53.423820391411084,400
2025-12-10 08:18:00,25.272865596319146,53.46319263858491,412
2025-12-10 08:19:00,25.309788925318916,53.4974662948229,483
2025-12-10 08:20:00,25.304006511199503,53.43724555570504,380
2025-12-10 08:21:00,25.230080411681133,53.2932767140261,486
2025-12-10 08:22:00,25.207048473133142,53.504701159269885,412
2025-12-10 08:23:00,25.224229387611565,53.152093128197336,301
2025-12-10 08:24:00,25.240433586081306,53.07507667211407,429
2025-12-10 08:25:00,25.206587486066006,53.19741192988224,353
2025-12-10 08:26:00,25.258137462190803,53.38366795370548,386
2025-12-10 08:27:00,25.216176586029672,53.32182547853524,428
2025-12-10 08:28:00,25.23273975759985,53.51693450395971,446
2025-12-10 08:29:00,25.20878104570759,53.47980270862695,425
2025-12-10 08:30:00,25.153464297007286,53.240561383810814,429
2025-12-10 08:31:00,25.194090588126997,53.51180938952498,352
2025-12-10 08:32:00,25.19049008204798,53.71251596910338,471
2025-12-10 08:33:00,25.208571883300362,53.583492018182355,459
2025-12-10 08:34:00,25.226641663575784,53.89109933147555,497
2025-12-10 08:35:00,25.224850361620287,54.20402806263835,459
2025-12-10 08:36:00,25.0938631064158,54.3684085635134,367
2025-12-10 08:37:00,25.09821545982771,54.30860709342022,482
2025-12-10 08:38:00,25.102803498654485,53.91109331050004,483
2025-12-10 08:39:00,25.09181990426261,53.98251582480239,422
2025-12-10 08:40:00,25.165714606499687,53.87886178114766,444
2025-12-10 08:41:00,25.125289926355027,53.77851037243075,337
2025-12-10 08:42:00,25.17106003224013,53.84426059436269,323
2025-12-10 08:43:00,25.14457202205178,53.94691408098536,368
2025-12-10 08:44:00,25.14942589951918,54.14064307909194,415
2025-12-10 08:45:00,25.11432324482531,54.075110649772384,397
2025-12-10 08:46:00,25.0947178371687,53.782407660145964,497
2025-12-10 08:47:00,25.10952385102193,53.83461871458194,438
2025-12-10 08:48:00,25.10977952385405,53.78770128790691,443
2025-12-10 08:49:00,25.03901098675153,53.70357222335384,396
2025-12-10 08:50:00,25.140918728168394,65.13549055309691,307
2025-12-10 08:51:00,25.086081113239533,64.99903024031286,352
2025-12-10 08:52:00,25.130456693960348,65.1201268664824,359
2025-12-10 08:53:00,25.094441794317408,65.06614011266726,407
2025-12-10 08:54:00,25.087268682835873,65.18954086781028,304
2025-12-10 08:55:00,25.14971571779287,65.20267069943253,402
2025-12-10 08:56:00,25.208176100140502,65.37733409325041,495
2025-12-10 08:57:00,25.218458606840837,65.08863742291116,305
2025-12-10 08:58:00,25.167073063636412,65.2368855499202,408
2025-12-10 08:59:00,25.08154658471016,65.2606812482994,415
2025-12-10 09:00:00,25.131570865098265,65.29116542075126,393
2025-12-10 09:01:00,25.101501002819678,65.1218425493783,346
2025-12-10 09:02:00,25.142308638963748,65.2161840076837,398
2025-12-10 09:03:00,25.128034173914433,65.42924250145289,354
2025-12-10 09:04:00,25.170734063239177,65.78696127291798,467
2025-12-10 09:05:00,25.19907876677853,65.7540611860856,351
2025-12-10 09:06:00,25.191929220043153,65.36714714698539,443
2025-12-10 09:07:00,25.199462172217316,65.3640041590149,312
2025-12-10 09:08:00,25.132958468941577,65.35894663390067,413
2025-12-10 09:09:00,25.200116879556415,65.21203710391117,423
2025-12-10 09:10:00,25.15212214795072,65.4330227476012,405
2025-12-10 09:11:00,25.183834162763937,66.04524179047685,457
2025-12-10 09:12:00,25.11790565472603,66.1893192388845,446
2025-12-10 09:13:00,25.133700200083645,66.20117549569514,444
2025-12-10 09:14:00,25.17922581100838,66.19523042415766,419
2025-12-10 09:15:00,25.08240700050915,66.02575891853513,362
2025-12-10 09:16:00,25.150628672875165,66.26016469929601,318
2025-12-10 09:17:00,25.131972713392646,66.36088411212498,391
2025-12-10 09:18:00,25.271169615717138,66.3546467524916,357
2025-12-10 09:19:00,25.27059044972804,66.39276649351451,482
2025-12-10 09:20:00,25.30093923520647,66.32298625695996,389
2025-12-10 09:21:00,25.331245703361425,65.93414033821004,416
2025-12-10 09:22:00,25.348065641550736,65.94426630039308,361
2025-12-10 09:23:00,25.337192792705537,65.84921483071298,322
2025-12-10 09:24:00,25.306724123911316,65.68651061132098,426
2025-12-10 09:25:00,25.190820711501924,65.63290694095241,436
2025-12-10 09:26:00,25.24563720097898,65.56582473613824,439
2025-12-10 09:27:00,25.27739282852408,65.34978456213014,428
2025-12-10 09:28:00,25.212107950822023,65.1996321935166,357
2025-12-10 09:29:00,25.160832957336016,64.9630242712496,421
2025-12-10 09:30:00,25.183321659260454,65.31880914002679,300
2025-12-10 09:31:00,25.149974490512626,64.98044548877672,333
2025-12-10 09:32:00,25.182814357070825,64.69326532490192,395
2025-12-10 09:33:00,25.123651075998104,64.79226445574025,425
2025-12-10 09:34:00,25.115385595270425,64.65482942067375,417
2025-12-10 09:35:00,25.118803157825617,64.57294765455944,347
2025-12-10 09:36:00,25.213280540631946,64.43778670771516,388
2025-12-10 09:37:00,25.167609913765826,64.34678007291765,416
2025-12-10 09:38:00,25.14697183310632,64.46590880327852,428
2025-12-10 09:39:00,25.04739494377975,64.55111397664533,315
2025-12-10 09:40:00,30.71616559612208,53.049641485590605,425
2025-12-10 09:41:00,30.72049388684821,52.93106493909853,494
2025-12-10 09:42:00,30.686493670142312,52.878383770125076,472
2025-12-10 09:43:00,30.672460926375273,52.75758858622552,440
2025-12-10 09:44:00,30.64499828100706,52.976947837113805,425
2025-12-10 09:45:00,30.75065388885497,52.87726651257252,357
2025-12-10 09:46:00,30.7344341164766,52.98218831269862,447
2025-12-10 09:47:00,30.89378578338025,52.9990210169002,499
2025-12-10 09:48:00,30.94241742672519,53.30791598464176,360
2025-12-10 09:49:00,30.95962083329529,53.49316249321877,426
2025-12-10 09:50:00,30.99001276031203,53.69966505178434,404
2025-12-10 09:51:00,30.938292642487745,53.74052164018461,466
2025-12-10 09:52:00,30.96235352890915,53.83393307473039,300
2025-12-10 09:53:00,31.019204399840824,53.9233111036852,430
2025-12-10 09:54:00,30.961956973837253,54.0415743270708,391
2025-12-10 09:55:00,30.917803040913277,53.901698717391504,489
2025-12-10 09:56:00,30.896877596852757,53.87941496207519,490
2025-12-10 09:57:00,30.819691326718164,54.10279365011552,412
2025-12-10 09:58:00,30.76191553121369,54.41681577452329,452
2025-12-10 09:59:00,30.705667944322045,54.67319985058614,355
2025-12-10 10:00:00,30.70424687144209,54.32991496139734,460
2025-12-10 10:01:00,30.652098801761948,54.59520929506115,465
